id,activity,api,cputime,day,filesize,language,latency,memory,platform,time
25954,upload,multicloud,0.11,6/27/16,310,python,78.81402969,15456,azure,02:00:14
25955,upload,multicloud,3.49,6/27/16,310,java,919,210404,aws,02:00:14
25956,upload,multicloud,6.74,6/27/16,310,java,1072,107092,azure,02:00:14
25957,upload,native,0.17,6/27/16,310,python,59.55505371,19216,azure,02:00:14
25958,upload,multicloud,0.11,6/27/16,310,python,51.91993713,15460,azure,02:00:14
25959,upload,multicloud,0.11,6/27/16,310,python,61.12599373,15460,azure,02:00:14
25960,upload,native,0.19,6/27/16,310,python,79.71119881,19412,azure,02:00:14
25961,upload,native,1.8,6/27/16,310,java,489,74852,aws,02:00:14
25962,upload,multicloud,0.13,6/27/16,310,python,70.09506226,15456,azure,02:00:14
25963,upload,native,0.22,6/27/16,310,python,74.46503639,19160,azure,02:00:14
25964,upload,native,0.2,6/27/16,310,python,63.72904778,19220,azure,02:00:15
25965,upload,native,2.24,6/27/16,310,java,292,65892,azure,02:00:15
25966,upload,multicloud,0.11,6/27/16,310,python,377.1579266,15580,azure,02:00:15
25967,upload,native,0.21,6/27/16,310,python,60.47487259,19152,azure,02:00:15
25968,upload,multicloud,0.15,6/27/16,310,python,62.55602837,15572,azure,02:00:15
25969,upload,native,0.18,6/27/16,310,python,63.13896179,19088,azure,02:00:15
25970,upload,native,1.87,6/27/16,310,java,483,76680,aws,02:00:16
25971,upload,multicloud,0.23,6/27/16,310,python,79.33187485,15516,azure,02:00:16
25972,upload,native,0.24,6/27/16,310,python,77.3768425,19088,azure,02:00:16
25973,upload,multicloud,3.46,6/27/16,310,java,1072,203700,aws,02:00:16
25974,upload,native,1.82,6/27/16,310,java,89,59324,azure,02:00:16
25975,upload,multicloud,0.13,6/27/16,310,python,53.02405357,15556,azure,02:00:16
25976,upload,native,0.21,6/27/16,310,python,70.48892975,19092,azure,02:00:16
25977,upload,multicloud,0.16,6/27/16,310,python,72.75819778,15352,azure,02:00:16
25978,upload,native,0.2,6/27/16,310,python,66.17999077,19288,azure,02:00:17
25979,upload,multicloud,0.14,6/27/16,310,python,55.37104607,15508,azure,02:00:17
25980,upload,native,1.85,6/27/16,310,java,475,75636,aws,02:00:17
25981,upload,native,0.21,6/27/16,310,python,68.77684593,19172,azure,02:00:17
25982,upload,multicloud,0.14,6/27/16,310,python,77.97002792,15440,azure,02:00:17
25983,upload,native,0.17,6/27/16,310,python,79.92291451,19404,azure,02:00:17
25984,upload,native,1.79,6/27/16,310,java,88,59208,azure,02:00:17
25985,upload,multicloud,0.13,6/27/16,310,python,116.4150238,15460,azure,02:00:17
25986,upload,native,0.17,6/27/16,310,python,69.7479248,19124,azure,02:00:18
25987,upload,multicloud,6.44,6/27/16,310,java,947,105764,azure,02:00:18
25988,upload,multicloud,0.11,6/27/16,310,python,57.54518509,15420,azure,02:00:18
25989,upload,native,0.25,6/27/16,310,python,73.65679741,19092,azure,02:00:18
25990,upload,multicloud,0.11,6/27/16,310,python,58.86697769,15424,azure,02:00:18
25991,upload,native,1.79,6/27/16,310,java,603,72964,aws,02:00:18
25992,upload,multicloud,3.42,6/27/16,310,java,845,210424,aws,02:00:18
25993,upload,native,0.25,6/27/16,310,python,80.71613312,19220,azure,02:00:18
25994,upload,multicloud,0.12,6/27/16,310,python,52.42800713,15456,azure,02:00:18
25995,upload,multicloud,0.11,6/27/16,310,python,48.01988602,15412,azure,02:00:19
25996,upload,native,1.9,6/27/16,310,java,123,58704,azure,02:00:19
25997,upload,native,0.23,6/27/16,310,python,70.71590424,19224,azure,02:00:19
25998,upload,multicloud,0.1,6/27/16,310,python,40.7128334,15512,azure,02:00:19
25999,upload,native,0.26,6/27/16,310,python,72.10588455,19120,azure,02:00:19
26000,upload,multicloud,0.11,6/27/16,310,python,59.38887596,15584,azure,02:00:19
26001,upload,native,0.22,6/27/16,310,python,54.50391769,19160,azure,02:00:19
26002,upload,native,1.85,6/27/16,310,java,456,75828,aws,02:00:20
26003,upload,multicloud,0.12,6/27/16,310,python,57.15298653,15480,azure,02:00:20
26004,upload,native,0.22,6/27/16,310,python,67.08192825,19088,azure,02:00:20
26005,upload,multicloud,0.12,6/27/16,310,python,55.25803566,15388,azure,02:00:20
26006,upload,native,1.9,6/27/16,310,java,73,59188,azure,02:00:20
26007,upload,native,0.21,6/27/16,310,python,68.5198307,19144,azure,02:00:20
26008,upload,multicloud,0.13,6/27/16,310,python,66.07890129,15520,azure,02:00:20
26009,upload,native,0.16,6/27/16,310,python,60.66703796,19204,azure,02:00:20
26010,upload,multicloud,0.11,6/27/16,310,python,55.0839901,15520,azure,02:00:20
26011,upload,multicloud,3.42,6/27/16,310,java,810,208148,aws,02:00:21
26012,upload,multicloud,0.1,6/27/16,310,python,80.48415184,15508,azure,02:00:21
26013,upload,native,0.18,6/27/16,310,python,69.70286369,19140,azure,02:00:21
26014,upload,native,1.84,6/27/16,310,java,463,74132,aws,02:00:21
26015,upload,multicloud,0.09,6/27/16,310,python,66.11704826,15440,azure,02:00:21
26016,upload,native,0.23,6/27/16,310,python,67.59595871,19220,azure,02:00:21
26017,upload,multicloud,6.23,6/27/16,310,java,953,104204,azure,02:00:21
26018,upload,native,1.93,6/27/16,310,java,103,59080,azure,02:00:21
26019,upload,multicloud,0.1,6/27/16,310,python,79.38814163,15568,azure,02:00:21
26020,upload,native,0.24,6/27/16,310,python,76.13801956,19208,azure,02:00:22
26021,upload,multicloud,0.16,6/27/16,310,python,61.03515625,15568,azure,02:00:22
26022,upload,native,0.23,6/27/16,310,python,58.43710899,19220,azure,02:00:22
26023,upload,multicloud,0.14,6/27/16,310,python,67.68608093,15572,azure,02:00:22
26024,upload,native,1.83,6/27/16,310,java,428,78096,aws,02:00:22
26025,upload,native,0.23,6/27/16,310,python,93.05000305,19084,azure,02:00:22
26026,upload,multicloud,0.13,6/27/16,310,python,61.82408333,15456,azure,02:00:22
26027,upload,multicloud,0.16,6/27/16,310,python,61.38396263,15464,azure,02:00:23
26028,upload,native,0.23,6/27/16,310,python,64.81599808,19152,azure,02:00:23
26029,upload,native,1.88,6/27/16,310,java,87,58920,azure,02:00:23
26030,upload,multicloud,3.47,6/27/16,310,java,875,217436,aws,02:00:23
26031,upload,native,0.2,6/27/16,310,python,51.62501335,19176,azure,02:00:23
26032,upload,multicloud,0.15,6/27/16,310,python,71.48909569,15440,azure,02:00:23
26033,upload,native,0.19,6/27/16,310,python,85.89196205,19124,azure,02:00:23
26034,upload,multicloud,0.14,6/27/16,310,python,69.9160099,15352,azure,02:00:23
26035,upload,native,1.83,6/27/16,310,java,709,72816,aws,02:00:24
26036,upload,multicloud,0.12,6/27/16,310,python,77.09789276,15568,azure,02:00:24
26037,upload,native,0.24,6/27/16,310,python,111.3870144,19180,azure,02:00:24
26038,upload,multicloud,0.13,6/27/16,310,python,65.25611877,15572,azure,02:00:24
26039,upload,native,0.24,6/27/16,310,python,71.02108002,19224,azure,02:00:24
26040,upload,native,2.09,6/27/16,310,java,83,64932,azure,02:00:24
26041,upload,multicloud,0.11,6/27/16,310,python,54.96382713,15508,azure,02:00:24
26042,upload,native,0.25,6/27/16,310,python,98.76608849,19384,azure,02:00:25
26043,upload,multicloud,0.14,6/27/16,310,python,65.67001343,15440,azure,02:00:25
26044,upload,native,0.23,6/27/16,310,python,63.59887123,19156,azure,02:00:25
26045,upload,multicloud,0.13,6/27/16,310,python,68.80807877,15512,azure,02:00:25
26046,upload,native,1.91,6/27/16,310,java,462,79088,aws,02:00:25
26047,upload,multicloud,3.47,6/27/16,310,java,852,210536,aws,02:00:25
26048,upload,multicloud,0.13,6/27/16,310,python,70.95980644,15392,azure,02:00:25
26049,upload,native,0.25,6/27/16,310,python,79.14400101,19100,azure,02:00:25
26050,upload,multicloud,6.48,6/27/16,310,java,1106,104496,azure,02:00:25
26051,upload,native,1.87,6/27/16,310,java,76,59320,azure,02:00:26
26052,upload,multicloud,0.13,6/27/16,310,python,64.21494484,15552,azure,02:00:26
26053,upload,native,0.21,6/27/16,310,python,81.27212524,19292,azure,02:00:26
26054,upload,multicloud,0.14,6/27/16,310,python,61.22517586,15460,azure,02:00:26
26055,upload,native,0.22,6/27/16,310,python,70.60885429,19088,azure,02:00:26
26056,upload,multicloud,0.14,6/27/16,310,python,124.4149208,15460,azure,02:00:26
26057,upload,native,1.91,6/27/16,310,java,467,75484,aws,02:00:26
26058,upload,native,0.19,6/27/16,310,python,50.38619041,19160,azure,02:00:26
26059,upload,multicloud,0.11,6/27/16,310,python,47.23906517,15388,azure,02:00:27
26060,upload,native,0.21,6/27/16,310,python,72.6621151,19404,azure,02:00:27
26061,upload,native,1.84,6/27/16,310,java,90,58748,azure,02:00:27
26062,upload,multicloud,0.1,6/27/16,310,python,58.08711052,15516,azure,02:00:27
26063,upload,native,0.18,6/27/16,310,python,85.67786217,19180,azure,02:00:27
26064,upload,multicloud,3.49,6/27/16,310,java,862,214828,aws,02:00:27
26065,upload,native,0.18,6/27/16,310,python,60.48178673,19468,azure,02:00:27
26066,upload,native,1.92,6/27/16,310,java,558,74884,aws,02:00:28
26067,upload,native,0.23,6/27/16,310,python,109.0919971,19084,azure,02:00:28
26068,upload,native,1.83,6/27/16,310,java,75,58800,azure,02:00:28
26069,upload,native,0.22,6/27/16,310,python,60.68301201,19104,azure,02:00:28
26070,upload,native,0.2,6/27/16,310,python,67.64793396,19144,azure,02:00:29
26071,upload,native,0.19,6/27/16,310,python,66.37406349,19104,azure,02:00:29
26072,upload,native,1.92,6/27/16,310,java,484,74480,aws,02:00:29
26073,upload,native,0.21,6/27/16,310,python,81.35294914,19180,azure,02:00:29
26074,upload,native,1.71,6/27/16,310,java,88,58472,azure,02:00:29
26075,upload,multicloud,6.58,6/27/16,310,java,1060,110840,azure,02:00:30
26076,upload,multicloud,3.37,6/27/16,310,java,828,208012,aws,02:00:30
26077,upload,native,0.22,6/27/16,310,python,80.18112183,19088,azure,02:00:30
26078,upload,native,0.24,6/27/16,310,python,69.6811676,19104,azure,02:00:30
26079,upload,native,0.21,6/27/16,310,python,56.34880066,19148,azure,02:00:30
26080,upload,native,1.84,6/27/16,310,java,729,75648,aws,02:00:31
26081,upload,native,0.2,6/27/16,310,python,67.42501259,19204,azure,02:00:31
26082,upload,native,1.75,6/27/16,310,java,67,58940,azure,02:00:31
26083,upload,native,0.21,6/27/16,310,python,69.48804855,19108,azure,02:00:31
26084,upload,native,0.22,6/27/16,310,python,69.92506981,19088,azure,02:00:31
26085,upload,native,0.2,6/27/16,310,python,80.94716072,19292,azure,02:00:32
26086,upload,multicloud,3.57,6/27/16,310,java,970,215076,aws,02:00:32
26087,upload,native,1.81,6/27/16,310,java,460,72160,aws,02:00:32
26088,upload,native,1.85,6/27/16,310,java,62,59016,azure,02:00:32
26089,upload,native,0.19,6/27/16,310,python,69.1549778,19220,azure,02:00:32
26090,upload,multicloud,0.13,6/27/16,310,python,73.83203506,15424,azure,02:00:32
26091,upload,native,0.21,6/27/16,310,python,91.90297127,19184,azure,02:00:32
26092,upload,multicloud,0.12,6/27/16,310,python,67.29793549,15508,azure,02:00:32
26093,upload,multicloud,0.1,6/27/16,310,python,54.06403542,15508,azure,02:00:33
26094,upload,native,0.2,6/27/16,310,python,53.41005325,19104,azure,02:00:33
26095,upload,multicloud,0.11,6/27/16,310,python,59.4291687,15488,azure,02:00:33
26096,upload,native,0.22,6/27/16,310,python,66.41411781,19124,azure,02:00:33
26097,upload,multicloud,0.1,6/27/16,310,python,49.04508591,15568,azure,02:00:33
26098,upload,multicloud,6.43,6/27/16,310,java,1038,105632,azure,02:00:33
26099,upload,native,1.78,6/27/16,310,java,464,74116,aws,02:00:33
26100,upload,native,2.02,6/27/16,310,java,67,59120,azure,02:00:34
26101,upload,native,0.25,6/27/16,310,python,80.91616631,19108,azure,02:00:34
26102,upload,multicloud,0.13,6/27/16,310,python,55.74893951,15512,azure,02:00:34
26103,upload,multicloud,0.1,6/27/16,310,python,52.05917358,15516,azure,02:00:34
26104,upload,native,0.3,6/27/16,310,python,75.04010201,19288,azure,02:00:34
26105,upload,multicloud,3.44,6/27/16,310,java,805,204240,aws,02:00:34
26106,upload,multicloud,0.1,6/27/16,310,python,60.35113335,15512,azure,02:00:34
26107,upload,native,0.24,6/27/16,310,python,72.43919373,19152,azure,02:00:34
26108,upload,multicloud,0.14,6/27/16,310,python,91.50505066,15516,azure,02:00:35
26109,upload,native,1.81,6/27/16,310,java,520,72808,aws,02:00:35
26110,upload,native,0.24,6/27/16,310,python,90.04211426,19160,azure,02:00:35
26111,upload,native,1.78,6/27/16,310,java,88,59484,azure,02:00:35
26112,upload,multicloud,0.14,6/27/16,310,python,53.87115479,15444,azure,02:00:35
26113,upload,native,0.18,6/27/16,310,python,58.03990364,19088,azure,02:00:35
26114,upload,multicloud,0.14,6/27/16,310,python,53.16996574,15464,azure,02:00:35
26115,upload,native,0.21,6/27/16,310,python,72.2258091,19444,azure,02:00:36
26116,upload,multicloud,0.15,6/27/16,310,python,57.45410919,15580,azure,02:00:36
26117,upload,multicloud,0.1,6/27/16,310,python,51.22494698,15568,azure,02:00:36
26118,upload,native,0.23,6/27/16,310,python,85.16216278,19440,azure,02:00:36
26119,upload,native,1.96,6/27/16,310,java,492,75848,aws,02:00:36
26120,upload,multicloud,0.16,6/27/16,310,python,73.74382019,15576,azure,02:00:36
26121,upload,native,1.91,6/27/16,310,java,73,57936,azure,02:00:36
26122,upload,native,0.23,6/27/16,310,python,63.59887123,19176,azure,02:00:36
26123,upload,multicloud,0.16,6/27/16,310,python,62.07489967,15388,azure,02:00:36
26124,upload,native,0.2,6/27/16,310,python,81.66122437,19288,azure,02:00:37
26125,upload,multicloud,0.16,6/27/16,310,python,119.7760105,15428,azure,02:00:37
26126,upload,multicloud,3.58,6/27/16,310,java,1285,207444,aws,02:00:37
26127,upload,native,0.22,6/27/16,310,python,75.20413399,19152,azure,02:00:37
26128,upload,multicloud,0.14,6/27/16,310,python,65.34314156,15440,azure,02:00:37
26129,upload,native,0.22,6/27/16,310,python,76.07293129,19092,azure,02:00:37
26130,upload,multicloud,6.59,6/27/16,310,java,1045,110076,azure,02:00:37
26131,upload,native,1.85,6/27/16,310,java,481,76780,aws,02:00:37
26132,upload,native,1.85,6/27/16,310,java,76,59044,azure,02:00:37
26133,upload,multicloud,0.14,6/27/16,310,python,66.20597839,15508,azure,02:00:38
26134,upload,native,0.18,6/27/16,310,python,56.70905113,19104,azure,02:00:38
26135,upload,multicloud,0.12,6/27/16,310,python,57.10601807,15520,azure,02:00:38
26136,upload,native,0.18,6/27/16,310,python,61.19179726,19404,azure,02:00:38
26137,upload,multicloud,0.14,6/27/16,310,python,92.70620346,15524,azure,02:00:38
26138,upload,native,0.23,6/27/16,310,python,78.78613472,19108,azure,02:00:38
26139,upload,multicloud,0.13,6/27/16,310,python,58.86483192,15560,azure,02:00:38
26140,upload,native,0.22,6/27/16,310,python,81.25591278,19152,azure,02:00:39
26141,upload,multicloud,0.13,6/27/16,310,python,72.8328228,15424,azure,02:00:39
26142,upload,native,1.77,6/27/16,310,java,208,59356,azure,02:00:39
26143,upload,multicloud,0.1,6/27/16,310,python,49.24511909,15580,azure,02:00:39
26144,upload,native,1.9,6/27/16,310,java,857,76040,aws,02:00:39
26145,upload,native,0.25,6/27/16,310,python,97.31888771,19084,azure,02:00:39
26146,upload,multicloud,3.45,6/27/16,310,java,1053,212288,aws,02:00:39
26147,upload,multicloud,0.11,6/27/16,310,python,47.20807076,15512,azure,02:00:39
26148,upload,native,0.23,6/27/16,310,python,91.88508987,19220,azure,02:00:40
26149,upload,multicloud,0.12,6/27/16,310,python,63.26198578,15516,azure,02:00:40
26150,upload,native,0.26,6/27/16,310,python,83.93192291,19224,azure,02:00:40
26151,upload,multicloud,0.11,6/27/16,310,python,62.67690659,15568,azure,02:00:40
26152,upload,multicloud,0.1,6/27/16,310,python,72.77584076,15428,azure,02:00:40
26153,upload,native,1.8,6/27/16,310,java,81,58952,azure,02:00:40
26154,upload,native,0.23,6/27/16,310,python,74.4330883,19180,azure,02:00:40
26155,upload,native,1.89,6/27/16,310,java,490,75824,aws,02:00:41
26156,upload,multicloud,0.12,6/27/16,310,python,43.86305809,15576,azure,02:00:41
26157,upload,native,0.27,6/27/16,310,python,169.4169044,19156,azure,02:00:41
26158,upload,multicloud,0.11,6/27/16,310,python,53.18903923,15516,azure,02:00:41
26159,upload,multicloud,6.12,6/27/16,310,java,956,107140,azure,02:00:41
26160,upload,multicloud,0.11,6/27/16,310,python,48.77209663,15440,azure,02:00:41
26161,upload,native,0.23,6/27/16,310,python,79.84805107,19180,azure,02:00:41
26162,upload,multicloud,0.11,6/27/16,310,python,50.92597008,15392,azure,02:00:41
26163,upload,multicloud,3.45,6/27/16,310,java,801,209316,aws,02:00:42
26164,upload,native,0.23,6/27/16,310,python,71.98405266,19156,azure,02:00:42
26165,upload,native,1.84,6/27/16,310,java,114,58960,azure,02:00:42
26166,upload,native,1.79,6/27/16,310,java,459,72872,aws,02:00:42
26167,upload,multicloud,0.1,6/27/16,310,python,81.9208622,15384,azure,02:00:42
26168,upload,native,0.22,6/27/16,310,python,68.06898117,19204,azure,02:00:42
26169,upload,multicloud,0.15,6/27/16,310,python,62.11280823,15456,azure,02:00:42
26170,upload,native,0.2,6/27/16,310,python,71.61998749,19380,azure,02:00:42
26171,upload,multicloud,0.14,6/27/16,310,python,63.92598152,15504,azure,02:00:42
26172,upload,multicloud,0.13,6/27/16,310,python,89.02096748,15564,azure,02:00:43
26173,upload,native,1.81,6/27/16,310,java,499,75356,aws,02:00:43
26174,upload,native,1.99,6/27/16,310,java,114,59392,azure,02:00:43
26175,upload,multicloud,3.41,6/27/16,310,java,912,209996,aws,02:00:44
26176,upload,native,1.79,6/27/16,310,java,446,74548,aws,02:00:44
26177,upload,native,1.96,6/27/16,310,java,95,59080,azure,02:00:44
26178,upload,native,1.83,6/27/16,310,java,460,77824,aws,02:00:46
26179,upload,native,1.76,6/27/16,310,java,88,59224,azure,02:00:46
26180,upload,multicloud,3.46,6/27/16,310,java,846,206756,aws,02:00:46
26181,upload,native,1.79,6/27/16,310,java,456,73968,aws,02:00:47
26182,upload,native,1.92,6/27/16,310,java,73,58632,azure,02:00:47
26183,upload,native,1.83,6/27/16,310,java,456,76328,aws,02:00:48
26184,upload,native,1.82,6/27/16,310,java,73,58944,azure,02:00:48
26185,upload,multicloud,3.47,6/27/16,310,java,1098,214952,aws,02:00:49
26186,upload,native,1.85,6/27/16,310,java,467,77000,aws,02:00:50
26187,upload,native,1.86,6/27/16,310,java,92,59196,azure,02:00:50
26188,upload,multicloud,6.77,6/27/16,310,java,6218,106208,azure,02:00:50
26189,upload,native,1.88,6/27/16,310,java,519,75616,aws,02:00:51
26190,upload,multicloud,3.41,6/27/16,310,java,915,210148,aws,02:00:51
26191,upload,native,1.89,6/27/16,310,java,110,59292,azure,02:00:51
26192,upload,native,1.88,6/27/16,310,java,476,76872,aws,02:00:52
26193,upload,native,1.83,6/27/16,310,java,81,59400,azure,02:00:52
26194,upload,multicloud,3.39,6/27/16,310,java,899,216936,aws,02:00:53
26195,upload,native,1.85,6/27/16,310,java,404,78364,aws,02:00:53
26196,upload,native,1.93,6/27/16,310,java,87,65716,azure,02:00:54
26197,upload,multicloud,6.33,6/27/16,310,java,973,109268,azure,02:00:54
26198,upload,native,1.9,6/27/16,310,java,526,77476,aws,02:00:55
26199,upload,native,2.1,6/27/16,310,java,106,59348,azure,02:00:55
26200,upload,multicloud,3.41,6/27/16,310,java,868,208552,aws,02:00:55
26201,upload,native,1.8,6/27/16,310,java,425,75116,aws,02:00:56
26202,upload,native,1.9,6/27/16,310,java,79,59160,azure,02:00:57
26203,upload,native,1.86,6/27/16,310,java,539,74552,aws,02:00:57
26204,upload,multicloud,3.47,6/27/16,310,java,846,208940,aws,02:00:58
26205,upload,native,1.88,6/27/16,310,java,67,59068,azure,02:00:58
26206,upload,multicloud,6.29,6/27/16,310,java,988,103280,azure,02:00:58
26207,upload,native,1.85,6/27/16,310,java,592,75952,aws,02:00:59
26208,upload,native,1.71,6/27/16,310,java,77,59212,azure,02:00:59
26209,upload,multicloud,3.46,6/27/16,310,java,1015,203428,aws,02:01:00
26210,upload,native,1.98,6/27/16,310,java,90,58656,azure,02:01:01
26211,upload,multicloud,6.17,6/27/16,310,java,1013,107304,azure,02:01:02
26212,upload,native,2.06,6/27/16,310,java,93,59072,azure,02:01:02
26213,upload,multicloud,3.5,6/27/16,310,java,868,212076,aws,02:01:02
26214,upload,native,1.89,6/27/16,310,java,86,58896,azure,02:01:03
26215,upload,native,1.99,6/27/16,310,java,81,59244,azure,02:01:05
26216,upload,multicloud,3.42,6/27/16,310,java,778,212900,aws,02:01:05
26217,upload,multicloud,6.25,6/27/16,310,java,1033,102624,azure,02:01:06
26218,upload,native,1.87,6/27/16,310,java,88,59152,azure,02:01:06
26219,upload,multicloud,3.52,6/27/16,310,java,953,214504,aws,02:01:07
26220,upload,native,1.95,6/27/16,310,java,107,59044,azure,02:01:07
26221,upload,native,2.04,6/27/16,310,java,80,59080,azure,02:01:09
26222,upload,multicloud,3.61,6/27/16,310,java,997,210336,aws,02:01:09
26223,upload,multicloud,6.66,6/27/16,310,java,1073,103576,azure,02:01:10
26224,upload,native,1.91,6/27/16,310,java,88,58612,azure,02:01:10
26225,upload,native,1.94,6/27/16,310,java,73,59040,azure,02:01:11
26226,upload,multicloud,3.43,6/27/16,310,java,835,210000,aws,02:01:12
26227,upload,native,2.11,6/27/16,310,java,86,59040,azure,02:01:13
26228,upload,multicloud,6.15,6/27/16,310,java,1088,103192,azure,02:01:14
26229,upload,multicloud,3.54,6/27/16,310,java,995,211172,aws,02:01:14
26230,upload,native,1.9,6/27/16,310,java,112,58652,azure,02:01:14
26231,upload,native,1.8,6/27/16,310,java,82,59392,azure,02:01:16
26232,upload,multicloud,3.57,6/27/16,310,java,868,215028,aws,02:01:16
26233,upload,native,1.84,6/27/16,310,java,68,59064,azure,02:01:17
26234,upload,multicloud,6.46,6/27/16,310,java,1143,108992,azure,02:01:17
26235,upload,native,1.91,6/27/16,310,java,65,59384,azure,02:01:18
26236,upload,multicloud,3.53,6/27/16,310,java,881,214708,aws,02:01:19
26237,upload,native,1.92,6/27/16,310,java,89,59380,azure,02:01:20
26238,upload,multicloud,3.46,6/27/16,310,java,932,207056,aws,02:01:21
26239,upload,native,1.92,6/27/16,310,java,73,59336,azure,02:01:21
26240,upload,multicloud,7.19,6/27/16,310,java,1217,106484,azure,02:01:22
26241,upload,native,1.93,6/27/16,310,java,117,59192,azure,02:01:22
26242,upload,multicloud,3.41,6/27/16,310,java,1084,215312,aws,02:01:23
26243,upload,native,1.99,6/27/16,310,java,78,58876,azure,02:01:24
26244,upload,native,1.86,6/27/16,310,java,79,58872,azure,02:01:26
26245,upload,multicloud,3.57,6/27/16,310,java,1257,214340,aws,02:01:26
26246,upload,multicloud,6.99,6/27/16,310,java,1092,106544,azure,02:01:26
26247,upload,native,1.95,6/27/16,310,java,95,59156,azure,02:01:27
26248,upload,native,1.79,6/27/16,310,java,75,59292,azure,02:01:28
26249,upload,multicloud,3.48,6/27/16,310,java,1015,207212,aws,02:01:28
26250,upload,native,1.78,6/27/16,310,java,75,58808,azure,02:01:29
26251,upload,multicloud,6.59,6/27/16,310,java,1120,106196,azure,02:01:30
26252,upload,native,1.82,6/27/16,310,java,86,59160,azure,02:01:31
26253,upload,multicloud,3.55,6/27/16,310,java,1014,211236,aws,02:01:31
26254,upload,native,1.94,6/27/16,310,java,97,59352,azure,02:01:32
26255,upload,multicloud,3.42,6/27/16,310,java,866,206024,aws,02:01:33
26256,upload,multicloud,6.23,6/27/16,310,java,1013,103752,azure,02:01:34
26257,upload,native,2.08,6/27/16,310,java,121,59032,azure,02:01:34
26258,upload,multicloud,3.4,6/27/16,310,java,736,207532,aws,02:01:35
26259,upload,native,2,6/27/16,310,java,80,58592,azure,02:01:36
26260,upload,native,2.04,6/27/16,310,java,85,58628,azure,02:01:37
26261,upload,multicloud,3.56,6/27/16,310,java,899,215828,aws,02:01:38
26262,upload,multicloud,6.8,6/27/16,310,java,1039,106088,azure,02:01:38
26263,upload,native,2.13,6/27/16,310,java,80,66348,azure,02:01:39
26264,upload,native,1.97,6/27/16,310,java,83,59420,azure,02:01:40
26265,upload,multicloud,3.4,6/27/16,310,java,1494,210184,aws,02:01:40
26266,upload,native,2.09,6/27/16,310,java,82,59092,azure,02:01:41
26267,upload,multicloud,6.48,6/27/16,310,java,1026,106932,azure,02:01:43
26268,upload,multicloud,3.41,6/27/16,310,java,808,213528,aws,02:01:43
26269,upload,native,2.17,6/27/16,310,java,81,67052,azure,02:01:43
26270,upload,native,1.82,6/27/16,310,java,87,58876,azure,02:01:44
26271,upload,multicloud,3.41,6/27/16,310,java,765,211684,aws,02:01:45
26272,upload,native,1.98,6/27/16,310,java,76,58460,azure,02:01:46
26273,upload,multicloud,6.44,6/27/16,310,java,1069,105756,azure,02:01:46
26274,upload,native,1.89,6/27/16,310,java,119,58428,azure,02:01:47
26275,upload,multicloud,3.45,6/27/16,310,java,1014,211576,aws,02:01:47
26276,upload,native,1.87,6/27/16,310,java,86,59196,azure,02:01:48
26277,upload,native,1.81,6/27/16,310,java,81,58988,azure,02:01:50
26278,upload,multicloud,3.45,6/27/16,310,java,1047,214956,aws,02:01:50
26279,upload,multicloud,6.87,6/27/16,310,java,1210,107672,azure,02:01:51
26280,upload,native,2,6/27/16,310,java,90,66464,azure,02:01:51
26281,upload,multicloud,3.37,6/27/16,310,java,939,205876,aws,02:01:52
26282,upload,native,1.83,6/27/16,310,java,82,58948,azure,02:01:52
26283,upload,native,1.96,6/27/16,310,java,86,64772,azure,02:01:54
26284,upload,multicloud,3.51,6/27/16,310,java,1117,212668,aws,02:01:54
26285,upload,native,1.64,6/27/16,310,java,81,59172,azure,02:01:55
26286,upload,multicloud,6.94,6/27/16,310,java,1111,104792,azure,02:01:55
26287,upload,native,1.74,6/27/16,310,java,74,58780,azure,02:01:56
26288,upload,multicloud,3.52,6/27/16,310,java,983,210708,aws,02:01:57
26289,upload,native,1.82,6/27/16,310,java,91,59040,azure,02:01:57
26290,upload,native,1.73,6/27/16,310,java,81,59052,azure,02:01:59
26291,upload,multicloud,6.57,6/27/16,310,java,1062,109208,azure,02:01:59
26292,upload,multicloud,3.52,6/27/16,310,java,903,213476,aws,02:01:59
26293,upload,native,1.77,6/27/16,310,java,80,59300,azure,02:02:00
26294,upload,native,1.84,6/27/16,310,java,92,58964,azure,02:02:01
26295,upload,multicloud,3.48,6/27/16,310,java,967,213288,aws,02:02:02
26296,upload,multicloud,6.06,6/27/16,310,java,1225,105040,azure,02:02:03
26297,upload,native,1.85,6/27/16,310,java,323,58964,azure,02:02:03
26298,upload,multicloud,3.54,6/27/16,310,java,1113,217776,aws,02:02:04
26299,upload,native,1.69,6/27/16,310,java,85,58920,azure,02:02:04
26300,upload,native,1.9,6/27/16,310,java,71,58884,azure,02:02:06
26301,upload,multicloud,3.5,6/27/16,310,java,947,217296,aws,02:02:06
26302,upload,native,1.75,6/27/16,310,java,122,59052,azure,02:02:07
26303,upload,multicloud,6.66,6/27/16,310,java,1175,107400,azure,02:02:07
26304,upload,native,1.96,6/27/16,310,java,73,59388,azure,02:02:08
26305,upload,multicloud,3.6,6/27/16,310,java,873,212196,aws,02:02:09
26306,upload,native,1.94,6/27/16,310,java,85,58928,azure,02:02:10
26307,upload,native,1.77,6/27/16,310,java,84,58812,azure,02:02:11
26308,upload,multicloud,3.57,6/27/16,310,java,879,211020,aws,02:02:11
26309,upload,multicloud,6.79,6/27/16,310,java,1030,105652,azure,02:02:11
